SNOMEDCT_ID	SNOMEDCT_NAME	ICD10CM_ID	ICD10CM_NAME	MESH_ID
233938002.0	Pulmonary fat embolism	I26.99	Other pulmonary embolism without acute cor pulmonale	D011655
233940007.0	Pulmonary tumor embolism	I26.99	Other pulmonary embolism without acute cor pulmonale	D011655
233941006.0	Solitary pulmonary hypertension	I26.99	Other pulmonary embolism without acute cor pulmonale	D011655
233946001.0	Large vessel pulmonary hypertension	I26.99	Other pulmonary embolism without acute cor pulmonale	D011655
233947005.0	Chronic thromboembolic pulmonary hypertension	I26.99	Other pulmonary embolism without acute cor pulmonale	D011655
237342006.0	Fat embolism - obstetric	I26.99	Other pulmonary embolism without acute cor pulmonale	D011655
267284008.0	Obstetric pyemic and septic pulmonary embolism	I26.99	Other pulmonary embolism without acute cor pulmonale	D011655
280964006.0	Pulmonary air embolism	I26.99	Other pulmonary embolism without acute cor pulmonale	D011655
302968001.0	Arterial air embolus	I26.99	Other pulmonary embolism without acute cor pulmonale	D011655
432201000124103.0	Infarction of lung due to embolus	I26.99	Other pulmonary embolism without acute cor pulmonale	D011655
438773007.0	Recurrent pulmonary embolism	I26.99	Other pulmonary embolism without acute cor pulmonale	D011655
441746000.0	Infarction of lung due to iatrogenic pulmonary embolism	I26.99	Other pulmonary embolism without acute cor pulmonale	D011655
57834008.0	Pulmonary artery thrombosis	I26.99	Other pulmonary embolism without acute cor pulmonale	D011655
69357003.0	Pulmonary thrombosis	I26.99	Other pulmonary embolism without acute cor pulmonale	D011655
69357003.0	Pulmonary thrombosis	I26.99	Other pulmonary embolism without acute cor pulmonale	D011655
703636009.0	Pulmonary oil microembolism	I26.99	Other pulmonary embolism without acute cor pulmonale	D011655
706870000.0	Acute pulmonary embolism	I26.99	Other pulmonary embolism without acute cor pulmonale	D011655
707414004.0	Acute pulmonary thromboembolism	I26.99	Other pulmonary embolism without acute cor pulmonale	D011655
713078005.0	Pulmonary embolism on long-term anticoagulation therapy	I26.99	Other pulmonary embolism without acute cor pulmonale	D011655
7159003.0	Pulmonary necrosis	I26.99	Other pulmonary embolism without acute cor pulmonale	D011655
723859005.0	Pulmonary embolism due to and following acute myocardial infarction	I26.99	Other pulmonary embolism without acute cor pulmonale	D011655
74315008.0	Pulmonary microemboli	I26.99	Other pulmonary embolism without acute cor pulmonale	D011655
77892009.0	Pulmonary venous thrombosis	I26.99	Other pulmonary embolism without acute cor pulmonale	D011655
83727005.0	Hemorrhagic pulmonary infarction	I26.99	Other pulmonary embolism without acute cor pulmonale	D011655
10033001.0	Ehlers-Danlos syndrome, non hydroxylysine deficient ocular type	Q79.6	Ehlers-Danlos syndrome	D004535
20766005.0	Ehlers-Danlos syndrome, type 2	Q79.6	Ehlers-Danlos syndrome	D004535
24269006.0	Distal arthrogryposis syndrome	Q79.6	Ehlers-Danlos syndrome	D004535
253150002.0	Neuronal heterotopia	Q79.6	Ehlers-Danlos syndrome	D004535
254220005.0	Inherited cutis laxa	Q79.6	Ehlers-Danlos syndrome	D004535
25606004.0	Ehlers-Danlos syndrome, hydroxylysine-deficient	Q79.6	Ehlers-Danlos syndrome	D004535
27911000.0	Laxity of ligament	Q79.6	Ehlers-Danlos syndrome	D004535
30652003.0	Ehlers-Danlos syndrome, type 3	Q79.6	Ehlers-Danlos syndrome	D004535
31798004.0	Corneal fragility keratoglobus, blue sclerae AND joint hypermobility	Q79.6	Ehlers-Danlos syndrome	D004535
32809005.0	Congenital anomaly of sclera	Q79.6	Ehlers-Danlos syndrome	D004535
405772002.0	Congenital kyphoscoliosis	Q79.6	Ehlers-Danlos syndrome	D004535
4170004.0	Ehlers-Danlos syndrome, procollagen proteinase resistant	Q79.6	Ehlers-Danlos syndrome	D004535
50869007.0	Ehlers-Danlos syndrome, type 8	Q79.6	Ehlers-Danlos syndrome	D004535
55711009.0	Ehlers-Danlos syndrome, procollagen proteinase deficient	Q79.6	Ehlers-Danlos syndrome	D004535
59399004.0	Cutis laxa, x-linked	Q79.6	Ehlers-Danlos syndrome	D004535
67202007.0	Ehlers-Danlos syndrome, type 5	Q79.6	Ehlers-Danlos syndrome	D004535
70610001.0	Ehlers-Danlos syndrome, recessive type 4	Q79.6	Ehlers-Danlos syndrome	D004535
709604005.0	Periodontitis co-occurrent with Ehlers-Danlos syndrome type 4	Q79.6	Ehlers-Danlos syndrome	D004535
710903001.0	Periodontitis co-occurrent with genetic disorder	Q79.6	Ehlers-Danlos syndrome	D004535
710903001.0	Periodontitis co-occurrent with genetic disorder	Q79.6	Ehlers-Danlos syndrome	D004535
71322004.0	Ehlers-Danlos syndrome, familial joint laxity type	Q79.6	Ehlers-Danlos syndrome	D004535
715318006.0	Ehlers-Danlos syndrome classic type	Q79.6	Ehlers-Danlos syndrome	D004535
718211004.0	Ehlers-Danlos syndrome kyphoscoliotic type	Q79.6	Ehlers-Danlos syndrome	D004535
719096006.0	Brittle cornea syndrome	Q79.6	Ehlers-Danlos syndrome	D004535
720857006.0	Ehlers-Danlos syndrome with periventricular heterotopia	Q79.6	Ehlers-Danlos syndrome	D004535
720858001.0	Ehlers-Danlos syndrome cardiac valvular type	Q79.6	Ehlers-Danlos syndrome	D004535
720859009.0	Ehlers-Danlos syndrome kyphoscoliotic and deafness type	Q79.6	Ehlers-Danlos syndrome	D004535
720860004.0	Ehlers-Danlos syndrome musculocontractural type	Q79.6	Ehlers-Danlos syndrome	D004535
720861000.0	Ehlers-Danlos syndrome progeroid type	Q79.6	Ehlers-Danlos syndrome	D004535
720862007.0	Ehlers-Danlos syndrome vascular-like type	Q79.6	Ehlers-Danlos syndrome	D004535
733457006.0	Ehlers-Danlos and osteogenesis imperfecta syndrome	Q79.6	Ehlers-Danlos syndrome	D004535
737265006.0	Developmental anomaly of periodontal tissue	Q79.6	Ehlers-Danlos syndrome	D004535
79886009.0	Disorder of copper metabolism	Q79.6	Ehlers-Danlos syndrome	D004535
83470009.0	Ehlers-Danlos syndrome, type 1	Q79.6	Ehlers-Danlos syndrome	D004535
83586000.0	Ehlers-Danlos syndrome, dysfibronectinemic	Q79.6	Ehlers-Danlos syndrome	D004535
85551004.0	Hypermobility syndrome	Q79.6	Ehlers-Danlos syndrome	D004535
86667008.0	Ehlers-Danlos syndrome, dominant type 4	Q79.6	Ehlers-Danlos syndrome	D004535
95798008.0	Scleral discoloration	Q79.6	Ehlers-Danlos syndrome	D004535
10037000.0	Akatonoesis	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
102910004.0	Prelogical thinking	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
102911000.0	Thoughts of self harm	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
102941003.0	Alethia	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
102946008.0	Abnormal sexual behavior	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
110352000.0	Minimal cognitive impairment	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
110355003.0	Lack of thinking ability	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
112088009.0	Egomania	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
11443001.0	Akinetic apraxia	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
116340000.0	Disturbance of cognitive learning	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
12200008.0	Impaired insight	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
130964008.0	Impaired environmental interpretation syndrome	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
130967001.0	Ineffective denial	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
130985008.0	Disturbed sensory perception	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
14003003.0	Monomania	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
1.5625571000119102e+16	Nonspecific paroxysmal spell	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
162314006.0	Harmful thoughts	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
162315007.0	Morbid thoughts	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
162327005.0	Loss of judgement	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
18343006.0	Circumstantiality	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
20517006.0	Mental condensation	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
224979001.0	Unconscious fantasy	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
224980003.0	Countertransference	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
224982006.0	Transference	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
224983001.0	Regression through actualizing	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
224984007.0	Regression through acting in	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
224985008.0	Regression through acting out	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
224986009.0	Regression through recapitulation	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
224987000.0	Regression through enacting	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
224988005.0	Repressing thoughts	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
224989002.0	Repressing painful memories	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
224990006.0	Repression through denial	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
224991005.0	Repression through forgetting	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
225001006.0	Preoccupied with emotional problems	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
225034008.0	Unpleasant memories	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
225434001.0	Does not recognize self	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
225435000.0	Does not recognize self in mirror	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
225441007.0	Not wanting to think about something	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
225442000.0	Not wanting to think	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
225445003.0	Intrusive thoughts	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
225447006.0	Reappearance of old thoughts	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
225448001.0	Has imaginary friend	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
225449009.0	Bizarre thoughts	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
225488006.0	Unable to use 'I' statements	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
225662002.0	Able to think clearly	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
225664001.0	Does not recognize photographs of self	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
225666004.0	Mistakes people's identity	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
225853002.0	Unaware of rules and boundaries	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
24340004.0	Lack of insight	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
247584000.0	Difficulty making plans	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
247585004.0	Difficulty making decisions	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
247617009.0	Impaired ability to learn new material	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
247620001.0	Increased thinking	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
247621002.0	Expansive ideation	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
247622009.0	Sharpened thinking	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
247624005.0	Unusually creative thinking	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
247627003.0	Slow flow of thought	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
247630005.0	Pressure of thought	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
247631009.0	Persistent thoughts	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
247632002.0	Preoccupation	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
247633007.0	Preoccupation with compensation	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
247634001.0	Preoccupation with litigation	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
247636004.0	Preoccupation with appearance	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
247637008.0	Preoccupation with body size	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
247638003.0	Preoccupation with specific bodily feature	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
247640008.0	Unable to think clearly	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
247641007.0	Puzzled	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
247643005.0	Loud thoughts	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
247648001.0	Loss of direction of thought	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
247651008.0	Obscene thoughts	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
247653006.0	Negative automatic thoughts	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
247654000.0	Fatuous thoughts	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
247655004.0	Disinhibited thoughts	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
247657007.0	Poor grasp of abstract concepts	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
247658002.0	Creative thought	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
247662008.0	Suggestible	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
247695002.0	Thought alienation	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
247763008.0	Excessively focused attention	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
247776002.0	Depressive preoccupation	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
247785002.0	Unrealistic planning	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
247786001.0	Planning extravagant projects	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
247787005.0	Planning unworkable projects	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
247788000.0	Lack of judgement	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
248075006.0	Non-awareness of common dangers	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
248076007.0	Not aware of danger from hot objects	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
248077003.0	Not aware of danger from hot stoves	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
248078008.0	Not aware of danger from hot water	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
248079000.0	Not aware of danger from fire	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
248080002.0	Not aware of danger from hot lamp	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
248081003.0	Not aware of danger from sharp objects	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
248082005.0	Not aware of danger from falling from heights	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
248083000.0	Not aware of danger from traffic	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
248084006.0	Not aware of danger from strangers	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
248085007.0	Lack of common sense about danger	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
248226002.0	Being out of body	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
248227006.0	Absences	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
248228001.0	Funny turn	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
248236005.0	Mentally vague	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
25107009.0	Verbal repetition	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
2.5470001000004104e+16	Cognitive impairment due to multiple sclerosis	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
26243003.0	Palinacousia	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
26628009.0	Disturbance in thinking	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
276289005.0	Isolated skills associated with general impairment	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
276290001.0	Isolated musical skills	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
276291002.0	Isolated number skills	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
276292009.0	Isolated visuospatial skills	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
276293004.0	Isolated calendar skills	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
276295006.0	Isolated artistic skills	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
276303005.0	Preoccupation with death	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
276304004.0	Preoccupation with disaster	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
276305003.0	Preoccupation with ruin	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
281111003.0	Organic disorder of body schema	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
281770004.0	Ego strength finding	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
281770004.0	Ego strength finding	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
281770004.0	Ego strength finding	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
281771000.0	High ego strength	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
281772007.0	Moderate ego strength	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
281773002.0	Low ego strength	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
283989001.0	Intrusive memories	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
285157008.0	Unable to recognize objects	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
285161002.0	Unable to recognize objects by touch	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
285164005.0	Unable to recognize objects by sight	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
285169000.0	Unable to recognize faces by sight	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
285171000.0	Unable to recognize faces	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
285174008.0	Unable to recognize sounds	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
285177001.0	Unable to recognize surroundings	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
285183003.0	Unable to recognize warning sounds	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
285186006.0	Unable to recognize odors	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
285216009.0	Reliving traumatic memories	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
285242009.0	Bradyphrenia	R41.89	Other symptoms and signs involving cognitive functions and awareness	D000377
